company_name,establishment_name,state,naics_code,industry_description,size,employees,total_injuries,total_deaths,total_dafw_cases,total_djtr_cases,risk_score,normalized_risk,injury_rate,fatality_rate,severity_load,lost_time_index,industry_avg_risk,risk_z_score,risk_category
Davis Cartage Co.,Davis Cartage Co. 4,MI,484122,"Trucking, general freight, long-distance, less-than-truckload (LTL)",1,1.0,1,0,0,1,2.53,2530.0,1000.0,0.0,1,3,10.61,-0.5,NORMAL RISK
NEW COMMUNITY MASTER,Better Life,NJ,561990,561990 All Other Support Services,1,1.0,1,0,0,1,2.53,2530.0,1000.0,0.0,1,3,6.6,-0.24,NORMAL RISK
Avflight Hattiesburg Corporation,Avflight Hattiesburg Corporation,MS,488119,Fixed base operators,1,1.0,1,0,0,1,2.53,2530.0,1000.0,0.0,1,3,12.82,-0.32,NORMAL RISK
US Postal Service,SINCLAIRVILLE_1381734,NY,491110,Mail and Parcel Delivery,1,1.0,1,0,0,1,2.52,2520.0,1000.0,0.0,1,2,9.91,-0.48,NORMAL RISK
Sodexo  Inc.,SODEXO AT ALD  CLE FOOD,OH,722310,Food Service Contractors,1,1.0,1,0,0,1,2.52,2520.0,1000.0,0.0,1,2,1.39,0.19,NORMAL RISK
General Communication Corp,Kivalina,AK,517110,"Internet service providers, using own operated wired telecommunications infrastructure (e.g., cable, DSL)",1,1.0,1,0,0,1,2.52,2520.0,1000.0,0.0,1,2,3.64,-0.14,NORMAL RISK
Volunteers of America Colorado,Cedar View,CO,624190,,1,3.0,3,0,2,0,7.55,2516.67,1000.0,0.0,2,55,5.23,0.11,NORMAL RISK
SiteWorks Inc.,SiteWorks INC.,SD,237110,"Distribution line, sewer and water, construction",21,2.0,3,0,1,0,5.03,2515.0,1500.0,0.0,1,3,4.64,0.05,NORMAL RISK
"Patrick Industries, INC. d/b/a (Patrick Distribution)",Patrick Distribution Oregon,OR,493110,"Warehousing and storage, general merchandise",1,4.0,0,0,5,0,10.05,2512.5,0.0,0.0,5,5,22.18,-0.16,NORMAL RISK
Fruit Growers Supply Company,Fruit Growers Supply - Forks Northern Ops,WA,115310,Forestry services,1,1.0,1,0,0,1,2.51,2510.0,1000.0,0.0,1,1,5.84,-0.28,NORMAL RISK
Maersk,Redlands B220,CA,493190,"Private warehousing and storage (except farm products, general merchandise, refrigerated)",1,1.0,1,0,0,1,2.51,2510.0,1000.0,0.0,1,1,3.45,-0.13,NORMAL RISK
AAA Cooper Transportation,TAM,FL,484122,"General freight trucking, long-distance, less-than-truckload (LTL)",22,16.0,16,0,5,9,40.12,2507.5,1000.0,0.0,14,62,10.61,1.82,ABOVE AVERAGE RISK
US Postal Service,FAYETTEVILLE NC PSA_1563329,NC,491110,Mail and Parcel Delivery,1,9.0,7,0,7,0,22.55,2505.56,777.78,0.0,7,155,9.91,0.83,NORMAL RISK
S2C Management LLC,Oxford,AZ,531110,Residential Property Management,1,1.0,1,0,0,1,2.5,2500.0,1000.0,0.0,1,0,2.34,0.02,NORMAL RISK
EVEREST CAMPUS SERVICES COMPANY,Sky Garden,SC,531311,531311 Residential Property Managers,1,1.0,1,0,0,1,2.5,2500.0,1000.0,0.0,1,0,1.79,0.09,NORMAL RISK
US Postal Service,TELFORD_1384385,TN,491110,Mail and Parcel Delivery,1,1.0,0,0,1,0,2.49,2490.0,0.0,0.0,1,49,9.91,-0.49,NORMAL RISK
"Los Robles Farm Labor, Inc.","Los Robles Farm Labor, Inc.",CA,115115,"Labor contractors, farm",3,10.0,6,0,5,2,24.9,2490.0,600.0,0.0,7,590,11.23,0.57,NORMAL RISK
"Sorrento Berry Farms, LLC","Sorrento Berry Farms, LLC - Lompoc",CA,111333,Strawberry farming,3,26.0,22,0,13,9,64.73,2489.62,846.15,0.0,22,323,15.37,2.07,HIGH RISK OUTLIER
Seall Inc,Seall 206,VT,623990,Other Residential Care Facilities,21,6.0,6,0,1,4,14.88,2480.0,1000.0,0.0,5,88,7.89,0.28,NORMAL RISK
Westport Properties Inc,AUBURN  ROCK CREEK,CA,531130,Lessors of self storage units,3,2.0,1,0,1,0,4.96,2480.0,500.0,0.0,1,196,1.34,0.57,NORMAL RISK
Delux Public Charter,JSX (DAL),TX,481211,"Air passenger carriers, nonscheduled",3,11.0,9,0,2,7,27.24,2476.36,818.18,0.0,9,374,4.08,2.7,HIGH RISK OUTLIER
Allegany County Commissioners,Allegany County Commissioners,MD,921120,County commissioners,3,19.0,13,0,9,4,46.93,2470.0,684.21,0.0,13,993,10.46,1.38,ABOVE AVERAGE RISK
Atheltics,Athletics-Lew Wolff Training Complex,AZ,711211,"Sports teams, professional or semiprofessional",3,166.0,137,0,17,119,408.36,2460.0,825.3,0.0,136,5886,75.37,2.46,HIGH RISK OUTLIER
US Postal Service,ACREDALE_1352327,VA,491110,Mail and Parcel Delivery,1,8.0,7,0,5,1,19.62,2452.5,875.0,0.0,6,112,9.91,0.63,NORMAL RISK
"Matthews Senior Housing, LLC",Courtyard at Centerville,OH,623312,Assisted Living Facilities for the Elderly,22,5.0,4,0,4,0,12.22,2444.0,800.0,0.0,4,22,6.93,0.57,NORMAL RISK
04 FON LTL,04 FON LTL,CA,484121,,1,6.0,9,0,0,3,14.63,2438.33,1500.0,0.0,3,113,9.02,0.21,NORMAL RISK
IGT GLOBAL SOLUTIONS CORP,O-ELKVIEW WAREHOUSE US230,WV,713290,Other Gambling Industries,1,3.0,2,0,1,1,7.3,2433.33,666.67,0.0,2,180,4.24,0.25,NORMAL RISK
Gordon Food Service,TNJACKS01,TN,424410,General Line Grocery Merchant Wholesalers,1,3.0,2,0,2,0,7.22,2406.67,666.67,0.0,2,122,34.97,-0.53,NORMAL RISK
CrossCountry Freight Solutions,SXF,SD,484110,General Freight Trucking,21,2.0,3,0,0,1,4.8,2400.0,1500.0,0.0,1,30,7.49,-0.23,NORMAL RISK
CBRE Inc,CBRE-A5-DTW3-MI287-AMZL West XLFC SSD,MI,561210,Activities related to Real Estate and Facilities Support Services,1,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,1.67,0.22,NORMAL RISK
Westhab,217 Waverly,NY,624229,Housing assistance agencies,21,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,3.1,0.26,NORMAL RISK
REPUBLIC SERVICES,"Allied Services, LLC",MO,562111,,1,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,10.51,-0.28,NORMAL RISK
"Pike Electric, LLC",Pike Indiana Statewide Operations,NC,237130,"Construction management, power and communication transmission line",2,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,4.24,0.05,NORMAL RISK
Ricoh USA Inc,1482 - Thiebaud Reming,TX,423420,Office Equipment,1,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,0.26,3.94,CRITICAL OUTLIER
Southeast NM Community Action Corporation,Southeast NM Community Action Corp-ADC Carlsbad,NM,624120,"Day care centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities",1,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,5.72,-0.07,NORMAL RISK
BrightView,37110  BVLS  Dulles,VA,561730,Landscaping Services,1,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,6.22,-0.11,NORMAL RISK
City of Le Roy,City of Le Roy / Water Dept,IL,221310,Water treatment and distribution,1,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,6.78,-0.07,NORMAL RISK
JB Hunt,"Oakland, CA - 8977 Railroad Ave",CA,484121,,21,2.0,1,0,1,0,4.8,2400.0,500.0,0.0,1,180,9.02,-0.16,NORMAL RISK
Department of Behavioral Health and Developmental Services,Commonwealth Center for Children and Adolescents,VA,622210,"Hospitals, psychiatric pediatric",22,179.0,166,0,97,16,428.18,2392.07,927.37,0.0,113,4418,26.75,4.86,CRITICAL OUTLIER
US Postal Service,TROUPSBURG_1385044,NY,491110,Mail and Parcel Delivery,1,1.0,0,0,1,0,2.38,2380.0,0.0,0.0,1,38,9.91,-0.49,NORMAL RISK
SilverCrest Properties,SilverCrest Properties,MN,623312,Assisted Living,1,16.0,15,0,8,3,37.68,2355.0,937.5,0.0,11,218,6.93,3.3,CRITICAL OUTLIER
Cortese Ford Lincoln Inc,Cortese Ford Lincoln Inc,NY,441110,"Automobile dealers, new only or new and used",21,3.0,5,0,1,0,7.01,2336.67,1666.67,0.0,1,1,4.58,0.36,NORMAL RISK
The Container Store,018/Park Meadows,CO,442299,All Other Home Furnishings Stores,21,7.0,5,0,1,4,16.24,2320.0,714.29,0.0,5,324,4.58,0.85,NORMAL RISK
Goodwill Southern New England,Goodwill ADC Bristol,RI,493110,General warehousing and storage,1,4.0,3,0,3,0,9.24,2310.0,750.0,0.0,3,24,22.18,-0.17,NORMAL RISK
Goodwill Southern New England,Bristol ADC,RI,493110,General warehousing and storage,1,4.0,3,0,3,0,9.24,2310.0,750.0,0.0,3,24,22.18,-0.17,NORMAL RISK
Delux Public Charter,JSX (LAS),NV,481211,"Air passenger carriers, nonscheduled",3,13.0,11,0,5,5,30.01,2308.46,846.15,0.0,10,151,4.08,3.03,CRITICAL OUTLIER
US Postal Service,SOUTH CLERMONT_1439350,FL,491110,Mail and Parcel Delivery,1,3.0,2,0,2,0,6.92,2306.67,666.67,0.0,2,92,9.91,-0.2,NORMAL RISK
Delux Public Charter,JSX (OAK),CA,481211,"Air passenger carriers, nonscheduled",22,5.0,4,0,2,2,11.48,2296.0,800.0,0.0,4,48,4.08,0.86,NORMAL RISK
AMERICAN AUTO GLASS REPAIR INC,AMERICAN AUTO GLASS REPAIR INC,CO,811310,Industrial equipment and machinery repair and maintenance services,1,3.0,2,0,2,0,6.87,2290.0,666.67,0.0,2,87,3.45,0.2,NORMAL RISK
US Postal Service,LOG YBOR CITY_1558174,FL,491110,Mail and Parcel Delivery,1,3.0,2,0,1,1,6.86,2286.67,666.67,0.0,2,136,9.91,-0.2,NORMAL RISK
US Postal Service,OWENSBORO_1376487,KY,491110,Mail and Parcel Delivery,1,4.0,3,0,3,0,9.13,2282.5,750.0,0.0,3,13,9.91,-0.05,NORMAL RISK
"Upstate NY Bottle & Can Retrieval Center, LLC",Colonie Star RC,NY,423930,"Recyclable materials (e.g., glass, metal, paper) merchant wholesalers",1,2.0,1,0,1,0,4.55,2275.0,500.0,0.0,1,155,3.77,0.11,NORMAL RISK
US Postal Service,NEWBURYPORT_1374955,MA,491110,Mail and Parcel Delivery,1,2.0,2,0,1,0,4.55,2275.0,1000.0,0.0,1,55,9.91,-0.35,NORMAL RISK
K&G Petroleum,Store #525; 3690 E. 104th Ave,CO,447110,Gasoline stations with convenience stores,1,6.0,6,0,2,2,13.64,2273.33,1000.0,0.0,4,64,1.22,2.33,HIGH RISK OUTLIER
Mid-Willamette Valley Community Action Agency,Head Start Chemawa,OR,624190,,1,4.0,3,0,2,1,9.09,2272.5,750.0,0.0,3,59,5.23,0.19,NORMAL RISK
Burlington Capital LLC,Willow Bend,OH,531311,Residential Property Managers,1,3.0,2,0,2,0,6.79,2263.33,666.67,0.0,2,79,1.79,0.61,NORMAL RISK
"Advanced Powering Services, Inc.",Florida APS,FL,238210,Electrical contractors,1,2.0,2,0,1,0,4.52,2260.0,1000.0,0.0,1,52,4.16,0.04,NORMAL RISK
WVNH EMP LLC,Rainelle Healthcare Center,WV,623110,Skilled nursing facilities,21,52.0,11,0,52,0,117.4,2257.69,211.54,0.0,52,240,13.46,5.96,CRITICAL OUTLIER
City of Huntington Beach,Jr. Lifeguard HQ,CA,922160,Fire and rescue service,1,5.0,5,0,2,1,11.24,2248.0,1000.0,0.0,3,74,19.65,-0.13,NORMAL RISK
"Clew Logistics, LLC","Clew Logistics, LLC",PA,492110,Express delivery services (except establishments operating under a universal service obligation),22,47.0,33,0,29,0,105.61,2247.02,702.13,0.0,29,1461,32.44,1.05,ABOVE AVERAGE RISK
Monterey Palms Health Care Facility,Monterey Palms Healthcare Facility,CA,623110,Rest homes with nursing care,22,118.0,82,0,82,12,264.94,2245.25,694.92,0.0,94,94,13.46,14.42,CRITICAL OUTLIER
US Postal Service,CHINATOWN_1357957,IL,491110,Mail and Parcel Delivery,1,1.0,0,0,1,0,2.23,2230.0,0.0,0.0,1,23,9.91,-0.5,NORMAL RISK
US Postal Service,SAN JUAN PR MPA3_1566215,PR,491110,Mail and Parcel Delivery,21,21.0,14,0,14,0,46.8,2228.57,666.67,0.0,14,480,9.91,2.41,HIGH RISK OUTLIER
"BluSky Restoration Contractors, LLC",BluSky Restoration Contractors Toledo,OH,236220,Commercial and Institutional Building Construction,21,36.0,26,0,26,0,79.95,2220.83,722.22,0.0,26,195,3.15,4.54,CRITICAL OUTLIER
SPS NORTH AMERICA INC,Amazon MRY 11,CA,561210,561210 Facilities Support Services,1,2.0,1,0,1,0,4.43,2215.0,500.0,0.0,1,143,1.67,0.2,NORMAL RISK
"KIP America, Inc.","KIP America, Inc. - California",CA,334118,"Printers, computer, manufacturing",1,2.0,1,0,1,0,4.43,2215.0,500.0,0.0,1,143,2.99,0.16,NORMAL RISK
"American Converters, Inc.","American Converters, Inc.",MN,326150,"Cushions, carpet and rug, urethane and other foam plastics (except polystrene), manufacturing",22,8.0,5,0,4,1,17.72,2215.0,625.0,0.0,5,322,5.48,1.53,ABOVE AVERAGE RISK
The New York and Presbyterian Hospital NYP MORGAN STANLEY CHILDREN S HOSPIT,92030016 NYP MORGAN STANLEY CHILDREN S HOSPITAL,NY,622110,,21,70.0,65,0,38,0,154.98,2214.0,928.57,0.0,38,1398,80.37,0.48,NORMAL RISK
"KPR, LLC",Augusta-Carolina Warehouse,GA,493110,General warehousing and storage,1,2.0,1,0,1,0,4.42,2210.0,500.0,0.0,1,142,22.18,-0.23,NORMAL RISK
"Livingston Enterprises, Inc.",Animal Nutrients,KS,112210,Pig farming,1,6.0,6,0,0,4,13.25,2208.33,1000.0,0.0,4,125,7.12,0.23,NORMAL RISK
Forward Corporation,054 LODGING MANAGEMENT,MI,721110,,1,3.0,2,0,1,1,6.61,2203.33,666.67,0.0,2,111,8.52,-0.09,NORMAL RISK
SKYGROUP INVESTMENT LLC,DAL-SGI-IFLY DALLAS,TX,713990,ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES,1,13.0,11,0,4,5,28.62,2201.54,846.15,0.0,9,212,5.57,1.67,ABOVE AVERAGE RISK
K&G Petroleum,Store #504; 7995 Wadsworth Blvd,CO,447110,Gasoline stations with convenience stores,1,3.0,3,0,1,1,6.6,2200.0,1000.0,0.0,2,10,1.22,1.01,ABOVE AVERAGE RISK
US Postal Service,MISSION HILL_1373385,SD,491110,Mail and Parcel Delivery,1,1.0,0,0,1,0,2.2,2200.0,0.0,0.0,1,20,9.91,-0.5,NORMAL RISK
All the Best Pet Care,Columbia City,WA,453910,Pet supply stores,1,10.0,2,0,9,1,21.96,2196.0,200.0,0.0,10,46,1.87,4.26,CRITICAL OUTLIER
Valli Logistics Inc,Valli Logistics Inc,CA,492110,Local letter and parcel delivery services as part of intercity courier network,21,50.0,36,0,36,0,109.78,2195.6,720.0,0.0,36,178,32.44,1.11,ABOVE AVERAGE RISK
US Postal Service,AVONDALE_1353798,CO,491110,Mail and Parcel Delivery,1,1.0,0,0,1,0,2.19,2190.0,0.0,0.0,1,19,9.91,-0.5,NORMAL RISK
S&S Fuels Management LLC,SSFuels Store 9; 6515 E. Lake Mead Blvd,NV,447110,Gasoline stations with convenience stores,1,9.0,9,0,3,3,19.62,2180.0,1000.0,0.0,6,12,1.22,3.45,CRITICAL OUTLIER
CAMDEN DEVELOPMENT INC,CAMDEN FALLSGROVE,MD,531110,Lessors Residential Bldgs Dwellings,1,2.0,1,0,1,0,4.36,2180.0,500.0,0.0,1,136,2.34,0.25,NORMAL RISK
Chevron Pipe Line Company,Pipe Line Fellows,CA,486110,"Petroleum pipelines, crude",1,2.0,1,0,1,0,4.34,2170.0,500.0,0.0,1,134,0.34,3.53,CRITICAL OUTLIER
WHB Cattle LP,Tuttle Mill,OK,112120,Dairy cattle and milk production,1,5.0,1,1,0,1,10.77,2154.0,200.0,200.0,6,327,7.77,0.27,NORMAL RISK
YRC Freight,OH-Cincinnati-216-YRC Freight,OH,484122,Freight Trucking lTL,21,2.0,1,0,0,1,4.3,2150.0,500.0,0.0,1,180,10.61,-0.39,NORMAL RISK
Klamath County,Library-South Suburban,OR,519120,Lending libraries,1,2.0,1,0,0,1,4.3,2150.0,500.0,0.0,1,180,2.37,0.16,NORMAL RISK
Ports America,Ports America Chesapeake - Locust Point,MD,488320,Marine cargo handling services,1,2.0,1,0,0,1,4.3,2150.0,500.0,0.0,1,180,16.98,-0.45,NORMAL RISK
US Postal Service,WHITEHOUSE_1433686,NJ,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,4.29,2145.0,500.0,0.0,1,129,9.91,-0.37,NORMAL RISK
"Catalina Island Camps, Inc.","Catalina Island Camps, Inc.",CA,721214,Recreational camps with accommodation facilities (except campgrounds),21,44.0,3,0,45,0,94.37,2144.77,68.18,0.0,45,137,8.91,4.36,CRITICAL OUTLIER
New Horizons In-Home Care,New Horizons - Klamath Falls,OR,621610,Home health care agencies,3,34.0,25,0,19,1,72.78,2140.59,735.29,0.0,20,828,5.5,4.31,CRITICAL OUTLIER
US Postal Service,EAST LAKE ROEBUCK_1361756,AL,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,4.28,2140.0,500.0,0.0,1,128,9.91,-0.37,NORMAL RISK
Central,697,WI,444190,,1,5.0,3,0,1,2,10.65,2130.0,600.0,0.0,3,265,3.94,1.03,ABOVE AVERAGE RISK
"Paths Management Services, LLC","Admiral Halsey, LP",NY,531110,"Building, residential, rental or leasing",1,2.0,1,0,1,0,4.26,2130.0,500.0,0.0,1,126,2.34,0.24,NORMAL RISK
Freebee,Freebee Main Location,FL,485999,All Other Transit and Ground Passenger Transportation,3,17.0,14,0,11,0,36.0,2117.65,823.53,0.0,11,0,5.01,4.44,CRITICAL OUTLIER
CAMDEN DEVELOPMENT INC,CAMDEN CROWN VALLEY,CA,531110,Lessors Residential Bldgs Dwellings,1,8.0,5,0,2,3,16.86,2107.5,625.0,0.0,5,336,2.34,1.79,ABOVE AVERAGE RISK
B2B Staffing Services Inc,B2B Staffing Services Inc,CA,561320,Help supply services,3,9.0,5,0,6,1,18.93,2103.33,555.56,0.0,7,43,6.99,0.47,NORMAL RISK
Lion Gables Realty Limited Partnership,Lion Gables Realty LP Gables Speer Blvd,CO,531311,Real Estate Agents and Managers,1,3.0,2,0,1,1,6.29,2096.67,666.67,0.0,2,79,1.79,0.55,NORMAL RISK
US Postal Service,JACKSON CARRIER ANNEX_1448502,MI,491110,Mail and Parcel Delivery,1,3.0,2,0,2,0,6.27,2090.0,666.67,0.0,2,27,9.91,-0.24,NORMAL RISK
Blanchard Valley Residential Services,"Blanchard Valley Residential Services, Inc - Thompson",OH,623210,"Group homes, intellectual and developmental disability",1,5.0,3,0,1,2,10.45,2090.0,600.0,0.0,3,245,5.7,0.22,NORMAL RISK
US Postal Service,FRENCHBURG_1364155,KY,491110,Mail and Parcel Delivery,1,3.0,2,0,2,0,6.26,2086.67,666.67,0.0,2,26,9.91,-0.24,NORMAL RISK
E0153-Tidal Wave Auto Spa of Wilmar MN,E0153-Tidal Wave Auto Spa of Wilmar MN,MN,811192,Car washes,1,6.0,4,0,3,1,12.49,2081.67,666.67,0.0,4,99,1.98,2.67,HIGH RISK OUTLIER
US Postal Service,LAKE FOREST_1369571,IL,491110,Mail and Parcel Delivery,1,2.0,2,0,1,0,4.16,2080.0,1000.0,0.0,1,16,9.91,-0.38,NORMAL RISK
City of Middletown,City of Middletown - Public Works Sanitation,CT,562119,"Waste (except solid and hazardous) hauling, local",1,9.0,5,0,5,0,18.7,2077.78,555.56,0.0,5,370,7.4,0.66,NORMAL RISK
SmartStop Storage Advisors LLC,2305 SmartStop - Eatontown,NJ,531130,"Equity real estate investment trusts (REITs), primarily leasing miniwarehouses and self-storage units",1,2.0,1,0,1,0,4.15,2075.0,500.0,0.0,1,115,1.34,0.44,NORMAL RISK
US Postal Service,LAND TITLE BLDG_1436797,PA,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,4.15,2075.0,500.0,0.0,1,115,9.91,-0.38,NORMAL RISK
Oakbrook Corporation,Countryside Mt. Morris,IL,531311,Residential real estate property managers' offices,1,2.0,1,0,1,0,4.15,2075.0,500.0,0.0,1,115,1.79,0.29,NORMAL RISK
Leeds West Groups,Leeds West Groups - IA Midas Ames - 2781,IA,811111,Automotive Repair,1,6.0,3,0,2,0,12.43,2071.67,500.0,0.0,2,543,3.0,0.99,NORMAL RISK
Compa Logistics,WA Shipazon- Lakewood,WA,493110,General Warehousing and Storage,21,3.0,2,0,2,0,6.2,2066.67,666.67,0.0,2,20,22.18,-0.21,NORMAL RISK
Carlisle Residential Properties,Woodbridge,NC,531311,Apartment managers' offices,1,2.0,1,0,1,0,4.13,2065.0,500.0,0.0,1,113,1.79,0.29,NORMAL RISK
"Olam Farming, Inc",KG Ranch,CA,111335,Tree nut farming,1,3.0,1,0,1,0,6.19,2063.33,333.33,0.0,1,319,5.21,0.12,NORMAL RISK
Department of Homeless Services,McGuiness,NY,923130,Workers' compensation program administration,1,1.0,0,0,1,0,2.06,2060.0,0.0,0.0,1,6,4.07,-0.17,NORMAL RISK
Onni Group,AGAVE,AZ,531110,"Real Estate and Property Management, Construction",1,5.0,4,0,1,2,10.28,2056.0,800.0,0.0,3,128,2.34,0.98,NORMAL RISK
A.R. Arena Products Inc.,A.R. Arena Products Inc.  UTAH,UT,326111,"Bags, plastics film, single wall or multiwall, manufacturing",1,4.0,3,0,1,2,8.22,2055.0,750.0,0.0,3,22,10.78,-0.11,NORMAL RISK
"VRC Companies, LLC",EWR6,NJ,493190,Document storage and warehousing,1,3.0,2,0,1,1,6.16,2053.33,666.67,0.0,2,66,3.45,0.38,NORMAL RISK
Grandma's House of Hope,Grandma's House of Hope - Dorothy Place,CA,624221,Homeless shelters,2,4.0,0,0,4,0,8.2,2050.0,0.0,0.0,4,20,12.5,-0.16,NORMAL RISK
Commodity Forwarders Inc.,Commodity Forwarders Inc. LIU-5808,HI,488510,Freight Transportation Arrangement,1,4.0,2,0,2,0,8.2,2050.0,500.0,0.0,2,220,2.14,0.66,NORMAL RISK
Senior Management INC,Ladysmith Care & Rehab,WI,623110,Convalescent homes or convalescent hospitals (except psychiatric),22,3.0,0,0,3,0,6.14,2046.67,0.0,0.0,3,14,13.46,-0.42,NORMAL RISK
Aequus Sports LLC,USL Spokane - ONE Spokane Stadium,WA,711211,"Soccer clubs, professional or semiprofessional",21,32.0,23,0,11,5,65.41,2044.06,718.75,0.0,16,1291,75.37,-0.07,NORMAL RISK
US Postal Service,PLEASANT VALLEY_1377818,CT,491110,Mail and Parcel Delivery,1,1.0,0,0,1,0,2.04,2040.0,0.0,0.0,1,4,9.91,-0.51,NORMAL RISK
National Park Service,Medgar and Myrlie Evers Home National Monument,MS,712120,Historical sites,1,2.0,0,0,2,0,4.08,2040.0,0.0,0.0,2,8,9.08,-0.3,NORMAL RISK
GI Trucking Co DBA Estes West,Twin Falls 237,ID,484122,,1,3.0,2,0,2,0,6.11,2036.67,666.67,0.0,2,11,10.61,-0.28,NORMAL RISK
Loudoun County Government,Loudoun County Fire and Rescue Station 18,VA,922160,"Fire departments (e.g., government, volunteer (except private))",21,23.0,9,1,9,2,46.83,2036.09,391.3,43.48,16,1183,19.65,0.42,NORMAL RISK
Velocity Rail Solutions,Sheffield NS,AL,484220,,1,6.0,3,0,2,1,12.19,2031.67,500.0,0.0,3,369,5.57,0.59,NORMAL RISK
Ecumen,Hubbard County Senior Housing Inc dba Park Villa,MN,236116,"Low income housing, multifamily, construction general contractors",1,1.0,0,0,1,0,2.03,2030.0,0.0,0.0,1,3,2.66,-0.08,NORMAL RISK
Carter Lumber,CARTER KITCHEN  BATH 1684,VA,444190,BUILDING MATERIALS DEALER,1,2.0,1,0,1,0,4.06,2030.0,500.0,0.0,1,106,3.94,0.02,NORMAL RISK
US Postal Service,POMONOK_1377988,NY,491110,Mail and Parcel Delivery,1,2.0,1,0,1,0,4.04,2020.0,500.0,0.0,1,104,9.91,-0.38,NORMAL RISK
AmeriVet Corporate,AmeriVet Partner Management,TX,541940,Veterinary services,3,136.0,182,0,38,3,274.66,2019.56,1338.24,0.0,41,1216,5.69,16.69,CRITICAL OUTLIER
Renew it Group LLC,Renew it Group LLC,MI,238350,"Deck construction, residential-type",21,25.0,15,0,16,2,50.46,2018.4,600.0,0.0,18,46,6.2,4.66,CRITICAL OUTLIER
H-E-B LP,80721-31 Fleet Maintenance Ops-CC,TX,488490,Retail,1,7.0,5,0,0,5,14.12,2017.14,714.29,0.0,5,162,6.25,0.58,NORMAL RISK
Coversafe Inc.,Coversafe Inc. VA Location,VA,238990,"Swimming pool, outdoor, construction",1,3.0,2,0,2,0,6.05,2016.67,666.67,0.0,2,5,2.32,0.56,NORMAL RISK
Tidal Wave Auto Spa of Lombard IL,Tidal Wave Auto Spa of Lombard IL,IL,811192,Car washes,1,6.0,4,0,4,0,12.08,2013.33,666.67,0.0,4,8,1.98,2.56,HIGH RISK OUTLIER
Prairie Ag Partners,Oldham Elevator,SD,424510,Grain elevators merchant wholesalers grain,1,3.0,2,0,1,1,6.03,2010.0,666.67,0.0,2,53,1.61,1.52,ABOVE AVERAGE RISK
ENCORE AT MAPLEWOOD,ENCORE AT MAPLEWOOD,MN,623311,Assisted-living facilities with on-site nursing facilities,21,2.0,2,0,1,0,4.02,2010.0,1000.0,0.0,1,2,11.23,-0.37,NORMAL RISK
US Postal Service,MOUNT AIRY_1373948,NC,491110,Mail and Parcel Delivery,1,2.0,2,0,1,0,4.01,2005.0,1000.0,0.0,1,1,9.91,-0.39,NORMAL RISK
NEW COMMUNITY MASTER,Social Services,NJ,561990,561990 All Other Support Services,1,2.0,2,0,1,0,4.01,2005.0,1000.0,0.0,1,1,6.6,-0.15,NORMAL RISK
SmartStop Storage Advisors LLC,6071 SmartStop - Arden,NC,531312,"Property managing, nonresidential real estate",1,2.0,1,0,0,1,4.0,2000.0,500.0,0.0,1,150,2.61,0.16,NORMAL RISK
"Ed Bell Investments, Inc","Construction Equipment Parts, Inc.",TX,423830,Industrial machinery and equipment (except electrical) merchant wholesalers,2,1.0,2,0,0,0,2.0,2000.0,2000.0,0.0,0,0,2.13,-0.03,NORMAL RISK
S2C Management LLC,The Bowie,GA,531110,Residential Property Management,1,1.0,2,0,0,0,2.0,2000.0,2000.0,0.0,0,0,2.34,-0.04,NORMAL RISK
Geiger Ready Mix,GRM Plant 94,KS,327320,Concrete batch plants (including temporary),1,1.0,2,0,0,0,2.0,2000.0,2000.0,0.0,0,0,4.37,-0.07,NORMAL RISK
Avenues,PreVoc Greenhouse,PA,624190,"Individual and family social services, multi-purpose",1,3.0,6,0,0,0,6.0,2000.0,2000.0,0.0,0,0,5.23,0.04,NORMAL RISK
Zierden Company,Zierden Company,WI,332710,Machine shops,1,1.0,2,0,0,0,2.0,2000.0,2000.0,0.0,0,0,3.65,-0.27,NORMAL RISK
Acadia Healthcare Management Company Inc,Agave Ridge Behavioral Health,AZ,622210,Psychiatric and Substance Abuse Hospitals,1,2.0,4,0,0,0,4.0,2000.0,2000.0,0.0,0,0,26.75,-0.28,NORMAL RISK
Healthcare Realty Trust Incorporated,Phoenix Healthcare Realty Trust Incorporated,AZ,531120,"Building, nonresidential (except miniwarehouse), rental or leasing",1,3.0,1,1,0,0,6.0,2000.0,333.33,333.33,5,0,16.16,-0.03,NORMAL RISK
CSI Tunnel Systems LLC,Tunnel - Virginia,NH,327390,"Architectural wall panels, precast concrete, manufacturing",1,1.0,2,0,0,0,2.0,2000.0,2000.0,0.0,0,0,7.34,-0.49,NORMAL RISK
